File Name,Sliced File Name,Truncated Description,Description,Certainty
image1030,image1030.jpg,flute,"flute, transverse flute",0.6003329753875732
image1030,image1030_01_01.jpg,bikini,"bikini, two-piece",0.07340838760137558
image1030,image1030_01_02.jpg,bikini,"bikini, two-piece",0.1058756709098816
image1030,image1030_02_01.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.5161289572715759
image1030,image1030_02_02.jpg,suit,"suit, suit of clothes",0.06945943087339401
image1031,image1031.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.21102553606033325
image1031,image1031_01_01.jpg,candle,"candle, taper, wax light",0.2184969931840897
image1031,image1031_01_02.jpg,cuirass,cuirass,0.3788886368274689
image1031,image1031_02_01.jpg,barbershop,barbershop,0.07845868170261383
image1031,image1031_02_02.jpg,shower curtain,shower curtain,0.2023465931415558
image1032,image1032.jpg,Egyptian cat,Egyptian cat,0.9422215819358826
image1032,image1032_01_01.jpg,face powder,face powder,0.7538430690765381
image1032,image1032_01_02.jpg,Egyptian cat,Egyptian cat,0.9643518924713136
image1032,image1032_02_01.jpg,fur coat,fur coat,0.2932842075824737
image1032,image1032_02_02.jpg,Egyptian cat,Egyptian cat,0.9196147322654724
image1033,image1033.jpg,ice cream,"ice cream, icecream",0.2601369917392731
image1033,image1033_01_01.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.2850375473499298
image1033,image1033_01_02.jpg,neck brace,neck brace,0.12281571328639986
image1033,image1033_02_01.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.2820001542568207
image1033,image1033_02_02.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.4274111092090607
image1034,image1034.jpg,rocking chair,"rocking chair, rocker",0.19572557508945465
image1034,image1034_01_01.jpg,pot,"pot, flowerpot",0.30194246768951416
image1034,image1034_01_02.jpg,window shade,window shade,0.05784119293093681
image1034,image1034_02_01.jpg,tile roof,tile roof,0.4586970210075378
image1034,image1034_02_02.jpg,miniskirt,"miniskirt, mini",0.3112695813179016
image1035,image1035.jpg,Egyptian cat,Egyptian cat,0.2722791135311127
image1035,image1035_01_01.jpg,Egyptian cat,Egyptian cat,0.6594902276992798
image1035,image1035_01_02.jpg,shower curtain,shower curtain,0.06716320663690567
image1035,image1035_02_01.jpg,basset,"basset, basset hound",0.8363036513328552
image1035,image1035_02_02.jpg,bookcase,bookcase,0.10774478316307068
image1036,image1036.jpg,goblet,goblet,0.21059325337409973
image1036,image1036_01_01.jpg,minibus,minibus,0.1364009976387024
image1036,image1036_01_02.jpg,bikini,"bikini, two-piece",0.0767625942826271
image1036,image1036_02_01.jpg,goblet,goblet,0.2278655022382736
image1036,image1036_02_02.jpg,miniskirt,"miniskirt, mini",0.08108200132846832
image1037,image1037.jpg,sunglasses,"sunglasses, dark glasses, shades",0.509060800075531
image1037,image1037_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.7441672682762146
image1037,image1037_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.4874250292778015
image1037,image1037_02_01.jpg,burrito,burrito,0.12808816134929654
image1037,image1037_02_02.jpg,solar dish,"solar dish, solar collector, solar furnace",0.7856370806694031
image1038,image1038.jpg,bonnet,"bonnet, poke bonnet",0.11718854308128356
image1038,image1038_01_01.jpg,sweatshirt,sweatshirt,0.2277786135673523
image1038,image1038_01_02.jpg,sombrero,sombrero,0.24466174840927124
image1038,image1038_02_01.jpg,wig,wig,0.3308708667755127
image1038,image1038_02_02.jpg,sombrero,sombrero,0.0917123407125473
image1039,image1039.jpg,stretcher,stretcher,0.11040087044239044
image1039,image1039_01_01.jpg,totem pole,totem pole,0.5071753263473511
image1039,image1039_01_02.jpg,swing,swing,0.17941758036613464
image1039,image1039_02_01.jpg,doormat,"doormat, welcome mat",0.4351885318756104
image1039,image1039_02_02.jpg,comic book,comic book,0.5397682785987854
image104,image104.jpg,brassiere,"brassiere, bra, bandeau",0.5620036721229553
image104,image104_01_01.jpg,stethoscope,stethoscope,0.7783980369567871
image104,image104_01_02.jpg,wig,wig,0.3793555796146393
image104,image104_02_01.jpg,wig,wig,0.4241014420986176
image104,image104_02_02.jpg,wig,wig,0.930012047290802
image1040,image1040.jpg,wig,wig,0.11472392827272415
image1040,image1040_01_01.jpg,brassiere,"brassiere, bra, bandeau",0.050315875560045235
image1040,image1040_01_02.jpg,brassiere,"brassiere, bra, bandeau",0.1966981142759323
image1040,image1040_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.3029935657978058
image1040,image1040_02_02.jpg,miniskirt,"miniskirt, mini",0.1346854567527771
image1041,image1041.jpg,feather boa,"feather boa, boa",0.612700879573822
image1041,image1041_01_01.jpg,window shade,window shade,0.5533275008201599
image1041,image1041_01_02.jpg,bikini,"bikini, two-piece",0.2445330023765564
image1041,image1041_02_01.jpg,feather boa,"feather boa, boa",0.2774128615856171
image1041,image1041_02_02.jpg,gown,gown,0.3866807222366333
image1042,image1042.jpg,wig,wig,0.4522010982036591
image1042,image1042_01_01.jpg,shower cap,shower cap,0.8699908256530762
image1042,image1042_01_02.jpg,shower cap,shower cap,0.7711818814277649
image1042,image1042_02_01.jpg,ski mask,ski mask,0.41686683893203735
image1042,image1042_02_02.jpg,wig,wig,0.2880004942417145
image1043,image1043.jpg,feather boa,"feather boa, boa",0.10442626476287843
image1043,image1043_01_01.jpg,maypole,maypole,0.2165979892015457
image1043,image1043_01_02.jpg,groom,"groom, bridegroom",0.11062319576740264
image1043,image1043_02_01.jpg,stole,stole,0.4159630239009857
image1043,image1043_02_02.jpg,mask,mask,0.2797236740589142
image1044,image1044.jpg,paddlewheel,"paddlewheel, paddle wheel",0.1692158579826355
image1044,image1044_01_01.jpg,solar dish,"solar dish, solar collector, solar furnace",0.3946285545825958
image1044,image1044_01_02.jpg,radio telescope,"radio telescope, radio reflector",0.6532414555549622
image1044,image1044_02_01.jpg,bannister,"bannister, banister, balustrade, balusters, handrail",0.06399111449718475
image1044,image1044_02_02.jpg,torch,torch,0.11346670240163804
image1045,image1045.jpg,sunglasses,"sunglasses, dark glasses, shades",0.4487509727478027
image1045,image1045_01_01.jpg,paddle,"paddle, boat paddle",0.060174897313117974
image1045,image1045_01_02.jpg,sunglass,sunglass,0.4675099551677704
image1045,image1045_02_01.jpg,unicycle,"unicycle, monocycle",0.1842881143093109
image1045,image1045_02_02.jpg,jean,"jean, blue jean, denim",0.30522724986076355
image1046,image1046.jpg,sunglass,sunglass,0.4784815907478333
image1046,image1046_01_01.jpg,sunglass,sunglass,0.4697780013084412
image1046,image1046_01_02.jpg,suspension bridge,suspension bridge,0.5382781028747559
image1046,image1046_02_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.2665886282920837
image1046,image1046_02_02.jpg,binoculars,"binoculars, field glasses, opera glasses",0.1090611219406128
image1047,image1047.jpg,wig,wig,0.20648564398288727
image1047,image1047_01_01.jpg,bath towel,bath towel,0.14821316301822662
image1047,image1047_01_02.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.5360085964202881
image1047,image1047_02_01.jpg,jean,"jean, blue jean, denim",0.2029801607131958
image1047,image1047_02_02.jpg,tub,"tub, vat",0.5734983682632446
image1048,image1048.jpg,brassiere,"brassiere, bra, bandeau",0.3978582918643952
image1048,image1048_01_01.jpg,bikini,"bikini, two-piece",0.671471893787384
image1048,image1048_01_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.550654411315918
image1048,image1048_02_01.jpg,brassiere,"brassiere, bra, bandeau",0.6923027634620667
image1048,image1048_02_02.jpg,Band Aid,Band Aid,0.21629786491394046
image1049,image1049.jpg,wig,wig,0.17195354402065274
image1049,image1049_01_01.jpg,hair slide,hair slide,0.06148739904165267
image1049,image1049_01_02.jpg,wig,wig,0.8525798916816711
image1049,image1049_02_01.jpg,wig,wig,0.3612804412841797
image1049,image1049_02_02.jpg,wig,wig,0.335347980260849
image105,image105.jpg,maillot,maillot,0.2280367612838745
image105,image105_01_01.jpg,guillotine,guillotine,0.500224769115448
image105,image105_01_02.jpg,balloon,balloon,0.5805530548095703
image105,image105_02_01.jpg,miniskirt,"miniskirt, mini",0.9347461462020874
image105,image105_02_02.jpg,maillot,maillot,0.15733247995376587
image1050,image1050.jpg,hair spray,hair spray,0.3872088491916657
image1050,image1050_01_01.jpg,projector,projector,0.05569922551512718
image1050,image1050_01_02.jpg,shower curtain,shower curtain,0.2769181728363037
image1050,image1050_02_01.jpg,wig,wig,0.27246731519699097
image1050,image1050_02_02.jpg,brassiere,"brassiere, bra, bandeau",0.6985936760902405
image1051,image1051.jpg,kimono,kimono,0.8951736688613892
image1051,image1051_01_01.jpg,lab coat,"lab coat, laboratory coat",0.43769630789756775
image1051,image1051_01_02.jpg,dining table,"dining table, board",0.12258222699165346
image1051,image1051_02_01.jpg,shower curtain,shower curtain,0.6763515472412109
image1051,image1051_02_02.jpg,sliding door,sliding door,0.08744964003562927
image1052,image1052.jpg,fur coat,fur coat,0.4771119356155396
image1052,image1052_01_01.jpg,seat belt,"seat belt, seatbelt",0.3696454763412476
image1052,image1052_01_02.jpg,bonnet,"bonnet, poke bonnet",0.10429594665765762
image1052,image1052_02_01.jpg,wig,wig,0.2169771194458008
image1052,image1052_02_02.jpg,wig,wig,0.15419067442417145
image1053,image1053.jpg,abaya,abaya,0.2352583259344101
image1053,image1053_01_01.jpg,abaya,abaya,0.21380673348903656
image1053,image1053_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.06296590715646744
image1053,image1053_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.0598742663860321
image1053,image1053_02_02.jpg,fur coat,fur coat,0.17608937621116638
image1054,image1054.jpg,Band Aid,Band Aid,0.119389146566391
image1054,image1054_01_01.jpg,shower cap,shower cap,0.1224375069141388
image1054,image1054_01_02.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.09082841128110886
image1054,image1054_02_01.jpg,bubble,bubble,0.07253383845090866
image1054,image1054_02_02.jpg,neck brace,neck brace,0.10751153528690338
image1055,image1055.jpg,power drill,power drill,0.4752641022205353
image1055,image1055_01_01.jpg,power drill,power drill,0.14726537466049194
image1055,image1055_01_02.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.2606275975704193
image1055,image1055_02_01.jpg,quilt,"quilt, comforter, comfort, puff",0.1987989842891693
image1055,image1055_02_02.jpg,quilt,"quilt, comforter, comfort, puff",0.7610414624214172
image1056,image1056.jpg,bikini,"bikini, two-piece",0.5087475776672363
image1056,image1056_01_01.jpg,tub,"tub, vat",0.061792720109224326
image1056,image1056_01_02.jpg,pot,"pot, flowerpot",0.3375638723373413
image1056,image1056_02_01.jpg,bikini,"bikini, two-piece",0.4534206092357636
image1056,image1056_02_02.jpg,maillot,maillot,0.2915581464767456
image1057,image1057.jpg,bow,bow,0.5558288097381592
image1057,image1057_01_01.jpg,geyser,geyser,0.08003703504800798
image1057,image1057_01_02.jpg,geyser,geyser,0.07794874161481857
image1057,image1057_02_01.jpg,bow,bow,0.13843762874603271
image1057,image1057_02_02.jpg,quill,"quill, quill pen",0.06365866214036943
image1058,image1058.jpg,bikini,"bikini, two-piece",0.5895932912826538
image1058,image1058_01_01.jpg,sandal,sandal,0.20614704489707947
image1058,image1058_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.022507593035697937
image1058,image1058_02_01.jpg,wig,wig,0.4987302422523498
image1058,image1058_02_02.jpg,affenpinscher,"affenpinscher, monkey pinscher, monkey dog",0.06940875947475432
image1059,image1059.jpg,miniskirt,"miniskirt, mini",0.10330160707235336
image1059,image1059_01_01.jpg,coral reef,coral reef,0.061006247997283936
image1059,image1059_01_02.jpg,comic book,comic book,0.06691227108240128
image1059,image1059_02_01.jpg,swimming trunks,"swimming trunks, bathing trunks",0.24601060152053836
image1059,image1059_02_02.jpg,sock,sock,0.3139771819114685
image106,image106.jpg,jean,"jean, blue jean, denim",0.7190406918525696
image106,image106_01_01.jpg,hair spray,hair spray,0.5073813199996948
image106,image106_01_02.jpg,china cabinet,"china cabinet, china closet",0.18205516040325165
image106,image106_02_01.jpg,jean,"jean, blue jean, denim",0.7080444693565369
image106,image106_02_02.jpg,jean,"jean, blue jean, denim",0.6897016167640686
image1060,image1060.jpg,promontory,"promontory, headland, head, foreland",0.24553531408309934
image1060,image1060_01_01.jpg,bikini,"bikini, two-piece",0.15067076683044436
image1060,image1060_01_02.jpg,sturgeon,sturgeon,0.07914720475673677
image1060,image1060_02_01.jpg,bath towel,bath towel,0.4079570174217224
image1060,image1060_02_02.jpg,bath towel,bath towel,0.568789005279541
image1061,image1061.jpg,hair slide,hair slide,0.9722597002983092
image1061,image1061_01_01.jpg,window screen,window screen,0.12226711958646776
image1061,image1061_01_02.jpg,hair slide,hair slide,0.8617377877235413
image1061,image1061_02_01.jpg,necklace,necklace,0.4594882726669312
image1061,image1061_02_02.jpg,wig,wig,0.15952499210834506
image1062,image1062.jpg,shower cap,shower cap,0.5483527183532715
image1062,image1062_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.4165792763233185
image1062,image1062_01_02.jpg,bonnet,"bonnet, poke bonnet",0.7229179739952087
image1062,image1062_02_01.jpg,lipstick,"lipstick, lip rouge",0.4016260802745819
image1062,image1062_02_02.jpg,seat belt,"seat belt, seatbelt",0.8042317032814026
image1063,image1063.jpg,lipstick,"lipstick, lip rouge",0.3455590903759003
image1063,image1063_01_01.jpg,cloak,cloak,0.2723543047904968
image1063,image1063_01_02.jpg,perfume,"perfume, essence",0.1993638128042221
image1063,image1063_02_01.jpg,bath towel,bath towel,0.4232870638370514
image1063,image1063_02_02.jpg,miniskirt,"miniskirt, mini",0.13744695484638214
image1064,image1064.jpg,switch,"switch, electric switch, electrical switch",0.2518890202045441
image1064,image1064_01_01.jpg,brassiere,"brassiere, bra, bandeau",0.15513066947460175
